'Date', 'todayprice', 'num_securities', 'Cash', 'Stockworth', 'Totalworth', 'Baseline Comparison'
'1/24/2001', 136.375, 70.0, 64.375, 9546.25, 9610.625, -6603.900620971208
'1/25/2001', 136.031204, 70.0, 64.375, 9522.18428, 9586.55928, -6627.966340971208
'1/26/2001', 135.875, 70.0, 64.375, 9511.25, 9575.625, -6638.900620971208
'1/29/2001', 136.600006, 70.0, 64.375, 9562.00042, 9626.37542, -6588.150200971208
'1/30/2001', 137.800003, 70.0, 64.375, 9646.00021, 9710.37521, -6504.150410971208
'1/31/2001', 137.020004, 70.0, 64.375, 9591.40028, 9655.77528, -6558.750340971208
'2/1/2001', 137.929993, 70.0, 64.375, 9655.09951, 9719.47451, -6495.051110971208
'2/2/2001', 134.800003, 70.0, 64.375, 9436.00021, 9500.37521, -6714.150410971208
'2/5/2001', 135.789993, 70.0, 64.375, 9505.29951, 9569.67451, -6644.851110971207
'2/6/2001', 135.389999, 70.0, 64.375, 9477.29993, 9541.67493, -6672.850690971209
'2/7/2001', 134.690002, 70.0, 64.375, 9428.30014, 9492.67514, -6721.8504809712085
'2/8/2001', 133.119995, 70.0, 64.375, 9318.39965, 9382.77465, -6831.7509709712085
'2/9/2001', 131.839996, 70.0, 64.375, 9228.79972, 9293.17472, -6921.350900971207
'2/12/2001', 133.350006, 70.0, 64.375, 9334.50042, 9398.87542, -6815.650200971208
'2/13/2001', 132.259995, 70.0, 64.375, 9258.19965, 9322.57465, -6891.950970971207
'2/14/2001', 132.059998, 70.0, 64.375, 9244.19986, 9308.57486, -6905.950760971207
'2/15/2001', 133.339996, 70.0, 64.375, 9333.79972, 9398.17472, -6816.350900971207
'2/16/2001', 130.399994, 70.0, 64.375, 9127.99958, 9192.37458, -7022.151040971208
'2/20/2001', 128.389999, 70.0, 64.375, 8987.29993, 9051.67493, -7162.850690971209
'2/21/2001', 125.620003, 70.0, 64.375, 8793.40021, 8857.77521, -7356.750410971208
'2/22/2001', 125.809998, 70.0, 64.375, 8806.699859999999, 8871.074859999999, -7343.450760971209
'2/23/2001', 124.959999, 70.0, 64.375, 8747.199929999999, 8811.574929999999, -7402.950690971209
'2/26/2001', 127.620003, 70.0, 64.375, 8933.40021, 8997.77521, -7216.750410971208
'2/27/2001', 126.440002, 70.0, 64.375, 8850.800140000001, 8915.175140000001, -7299.350480971207
'2/28/2001', 123.949997, 70.0, 64.375, 8676.49979, 8740.87479, -7473.650830971208
'3/1/2001', 124.599998, 70.0, 64.375, 8721.99986, 8786.37486, -7428.150760971208
'3/2/2001', 123.610001, 70.0, 64.375, 8652.700069999999, 8717.075069999999, -7497.450550971209
'3/5/2001', 124.739998, 70.0, 64.375, 8731.79986, 8796.17486, -7418.350760971209
'3/6/2001', 126.080002, 70.0, 64.375, 8825.600139999999, 8889.975139999999, -7324.550480971209
'3/7/2001', 126.980003, 70.0, 64.375, 8888.60021, 8952.97521, -7261.550410971207
'3/8/2001', 127.120003, 70.0, 64.375, 8898.40021, 8962.77521, -7251.750410971208
'3/9/2001', 123.360001, 70.0, 64.375, 8635.200069999999, 8699.575069999999, -7514.950550971209
'3/12/2001', 118.080002, 70.0, 64.375, 8265.600139999999, 8329.975139999999, -7884.550480971209
'3/13/2001', 120.019997, 70.0, 64.375, 8401.39979, 8465.77479, -7748.750830971208
